artist,song,text
Doors,Severed Garden,"Wow, I'm sick of doubt  
Live in the life of certain, south, cruel bindings  
The servants have the power  
Dog men and they're mean women  
Pulling poor blankets over our sailors  
  
I'm sick of dour faces staring at me from the tv tower  
I want roses in my garden bower, dig?  
Royal babies, rubies must now replace aborted strangers in the mud  
These mutants blood meal, the plant that's ploughed  
  
They are waiting to take us into the severed garden  
You know how pale, wanton, thrillful comes death  
In the strange hour  
Unannounced, unplanned for  
Like the scary over friendly guest you bought to bed  
  
Death makes angels of us all and gives us wings  
Where we had shoulders smooth as ravens claws  
  
No more money, no more fancy dress  
This other kingdom seems by far the best  
Until it's other jaw reveals incest  
And lose obedience to a vegetable  
  
I will not go  
Prefer a feast of friends to the giant family

"
Doors,Shaman's Blues,"There will never be,  
Another one like you  
There will never be,  
Another one who can  
Do the things you do, oh  
Will you give another chance?,  
Will you try, little try?  
Please stop and you remember,  
We were together, anyway, all right  
And if you have a certain evenin',  
You could lend to me  
I'd give it all right back to you,  
A how it has to be with you  
I know your moves and your mind  
And your mind  
And your mind  
And your mind  
And your mind  
And your mind  
And your mind  
Will you stop and think and wonder?  
Just what you'll see  
Out on the train yard  
Nursin' penitentiary  
It's gone, I cry out long  
Go head, brother  
Did you stop it to consider?,  
How it will feel  
Cold, grinded grizzly bear jaws,  
Hot on your heels  
Do you often stop and whisper?  
It's Saturday's shore  
The whole world's a savior  
Who could ever, ever, ever  
Ever, ever, ever,  
Ask for more?  
Do you remember?  
Will you stop?,  
Will you stop?,  
The pain  
And there will never be  
Another one like you  
There will never be  
Another one who can  
Do the things you do, oh  
Will you give another chance?  
Will you try, little try?  
Please stop and you remember  
We were together, anyway, all right  
How you must of think and wondered  
How I must feel  
Out on the meadows  
While you run the field  
I'm alone for you  
And I cry  
The sweat, look at it,  
Optical promise  
Heh, heh, heh,  
You'll be dead and in hell  
Before I'm born,  
Sure thing  
Brides maid,  
The only solution  
Isn't it amazing?

"
Doors,Ship Of Fools,"The human race was dyin' out.  
No one left to scream and shout.  
People walking on the moon.  
Smog will get you pretty soon.  
  
Everyone was hanging out.  
Hanging up and hanging down.  
Hanging in and holding fast.  
Hope our little world will last.  
  
Yeah, along came Mr. Goodtrips  
Looking for a new a ship.  
Come on, people better climb on board.  
Come on, baby, now we're going home.  
  
Ship of fools, ship of fools.  
  
The human race was dyin' out.  
No one left to scream and shout.  
People walking on the moon.  
Smog will get you pretty soon.  
  
Ship of fools, ship of fools.  
Ship of fools, ship of fools.  
Ship of fools, ship of fools.

"
Doors,Someday Soon,"Someday soon  
Someday soon  
Familiar freaks will fill your living room  
Rugs lash out their lizard tongues  
You're not getting young  
You're not getting young  
  
But you're going to die  
And you're going to be needing all of your eyes  
  
You'll be all alone  
When the animals cry  
All by yourself  
In some infancy's lie  
  
Someday soon  
Someday soon  
Television bleeding like a harvest moon  
Flush the scissors down the hole  
You're getting old  
You're getting old  
  
And I hate to remind you but your going to die  
And you're going to be needing all of your lies  
  
You'll be all alone  
When the animals cry  
All by yourself  
In some infancy's lie  
  
Someday soon  
Someday soon  
Someday soon  
Someday soon

"
Doors,Soul Kitchen,"Well, the clock says it's time to close now  
I guess I'd better go now  
I'd really like to stay here all night  
The cars crawl past all stuffed with eyes  
Street lights share their hollow glow  
Your brain seems bruised with numb surprise  
Still one place to go  
Still one place to go  
  
Let me sleep all night in your soul kitchen  
Warm my mind near your gentle stove  
Turn me out and I'll wander baby  
Stumblin' in the neon groves  
  
Well, your fingers weave quick minarets  
Speak in secret alphabets  
I light another cigarette  
Learn to forget, learn to forget  
Learn to forget, learn to forget  
  
Let me sleep all night in your soul kitchen  
Warm my mind near your gentle stove  
Turn me out and I'll wander baby  
Stumblin' in the neon groves  
  
Well the clock says it's time to close now  
I know I have to go now  
I really want to stay here  
All night, all night, all night

"
Doors,Spanish Caravan,"Carry me caravan take me away  
Take me to Portugal, take me to Spain  
Andalusia with fields full of grain  
I have to see you again and again  
Take me, Spanish caravan  
Yes, I know you can  
Trade winds find Galleons lost in the sea  
I know where treasure is waiting for me  
Silver and gold in the mountains of Spain  
I have to see you again and again  
Take me, Spanish caravan  
Yes, I know you can

"
Doors,Summer's Almost Gone,"Summer's almost gone  
Summer's almost gone  
Almost gone  
Yeah, it's almost gone  
Where will we be  
When the summer's gone?  
Morning found us calmly unaware  
Noon burn gold into our hair  
At night, we swim the laughin' sea  
When summer's gone  
Where will we be  
Where will we be  
Where will we be  
Morning found us calmly unaware  
Noon burn gold into our hair  
At night, we swim the laughin' sea  
When summer's gone  
Where will we be  
Summer's almost gone  
Summer's almost gone  
We had some good times  
But they're gone  
The winter's comin' on  
Summer's almost gone

"
Doors,Tell All The People,"Tell all the people that you see  
Follow me  
Follow me down  
Tell all the people that you see  
Set them free  
Follow me down  
You tell them they don't have to run  
We're gonna pick up everyone  
Come out and take me by my hand  
Gonna bury all our troubles in the sand, oh yeah  
Can't you see the wonder at your feet  
Your life's complete  
Follow me down  
Can't you see me growing, get your guns  
The time has come  
To follow me down  
Follow me across the sea  
Where milky babies seem to be  
Molded, flowing revelry  
With the one that set them free  
Tell all the people that you see  
It's just me  
Follow me down  
Tell all the people that you see  
Follow me  
Follow me down  
Tell all the people that you see  
We'll be free  
Follow me down  
Tell all the people that you see  
It's just me  
Follow me down  
Tell all the people that you see  
Follow me  
Follow me down  
Follow me down  
You got to follow me down  
Follow me down  
Tell all the people that you see  
We'll be free  
Follow me down  
Tell all the people you see  
Follow me  
You got to follow me down

"
Doors,The Changeling,"Uh!  
Uha!  
Gedu!  
  
I live uptown  
I live downtown  
I live all around  
  
I had money, and I had none  
I had money, and I had none  
But I never been so broke  
That I couldn't leave town  
  
I'm a Changeling  
See me change  
I'm a Changelin'  
See me change  
  
I'm the air you breath  
Food you eat  
Friends your greet  
In the sullen street, wow  
  
See me change  
See me change, you  
  
I live uptown  
I live downtown  
I live all around  
  
I had money, yeah, and I had none  
I had money, yeah, and I had none  
But I never been so broke  
That I couldn't leave town  
  
Well, I'm the air you breath  
Food you eat  
Friends your greet  
In the sullen street, wow  
  
Ew ma!  
Uh, ah!  
  
You gotta see me change  
See me change  
Yeah, I'm leavin' town  
On a midnight train  
Gotta see me change  
Change, change, change  
Change, change, change  
Change, change, change  
Change, change, change  
Whoa, change, change, change

"
Doors,The End-Live In Florida,"(jim in Miami where he gets arrested, the video of this is awesome)  
  
This is the end, beatiful friend  
This is the end, my only friend, the end  
Of our elaborate plans, the end  
Of everything that stands, the end  
No safety or suprise, the end  
I'll never look into your eyes... Again  
  
Can you picture what will be?  
So limitless and free?  
Desperately in need of some strangers hand  
In our desperate land  
  
I'm lost in my own mind's pain  
Feeding on the juices of my brain  
Loss of oxygen, I'm going insane  
At least the girls know that I came  
  
I'm going, I'm going down to the ground  
To see my funeral and watch my casket be buried  
I wanna hide behind a gravestone and watch them cry over me  
I'm not normal, can't you fuckers see?  
  
You're all a bunch of fuckin idiots!!!  
  
Fuck florida, and fuck college, and fuck me!  
  
Do you guys want to see it?  
  
I'll show it to ya!!!  
  
Come on, Come on, Come on, Come on now suck me babe!  
  
Wait, wait, wait!!!  
  
Lets finish our song here guys!  
  
The killer awoke befoer dawn!  
He put his snakeskin boots on!  
He took a face from the ancient gallery  
And he walked on down that hall, god damnit  
And he went to the room where his sister lived  
And he walked inside her room, and he lay down on her bed  
And he lay her on her back  
And he slid her shirt off  
And he unbuttoned and unzipped her pants and slid those down  
And he pulled off her bra, and he  
And he, and he, he--uh--he pulled off her panties, and then he  
Stuck his dick inside of her!!!!!!!! And fucked his sister for an hour  
And then he, paid a visit to his brother, and he, walked inside his  
Brothers room, and lay down next to him on the bed, and he  
Lay his brother in his back, and he ripped off his brothers shirt, and  
He sucked on his brothers nipples, and he pulled down his brothers  
Jeans and boxers, and he put his brother on his hands and knees  
And he.. Put vaseline on his brothers asshole, and he fucked his  
Brother in the asshole for an hour.... Then... He walkd on down the  
Hall!!!!  
And he came do another door, and he looked inside  
Father!!!!!!!! Yes, son?  
I'm gonna blow your fucking brains out!!!!!!  
And mother!!!!!!!!  
Yes, dear?  
I wanna lay you down, on the ground, I wanna rip off your shirt, and I  
Wanna make it hurt, and I wanna take off your pants, cause you just  
Wont give me a chance, and I wanna put my dick in your mouth, and I  
Wanna shoot sperm in your throat, and I wanna shove my dick in your  
Ass for 30 minutes, then... I want to!!!!!!!! Fuck your pussy raw  
Mommy!!!!!!!!!  
  
This is the end, beautiful friend  
This is the end, my only friend, the end  
It hurts to set you free, but you'll never follow me  
The end of laughter and soft lies  
The end of nights we tried to die!  
This is the end!!!! It's the end baby!! The end!!!!  
Kill the father!!! Fuck the mother and sister and brother! And fuck me!  
I want a dick in my ass!!!! Hey cop, what do you have to say?  
  
(Jim Morrison arrested)

"
Doors,The Ghost Song,"Awake.  
Shake dreams from your hair  
My pretty child, my sweet one.  
Choose the day and choose the sign of your day  
The day's divinity  
First thing you see.  
  
A vast radiant beach in a cool jeweled moon  
Couples naked race down by it's quiet side  
And we laugh like soft, mad children  
Smug in the wooly cotton brains of infancy  
The music and voices are all around us.  
  
Choose they croon the ancient ones  
The time has come again  
Choose now, they croon  
Beneath the moon  
Beside an ancient lake  
  
Enter again the sweet forest  
Enter the hot dream  
Come with us  
Everything is broken up and dances.  
  
Indians scattered,  
On dawn's highway bleeding  
Ghosts crowd the young child's,  
Fragile eggshell mind  
  
We have assembled inside,  
This ancient and insane theater  
To propagate our lust for life,  
And flee the swarming wisdom of the streets.  
  
The barns have stormed  
The windows kept,  
And only one of all the rest  
To dance and save us  
From the divine mockery of words,  
Music inflames temperament.  
  
Ooh great creator of being  
Grant us one more hour,  
To perform our art  
And perfect our lives.  
  
We need great golden copulations,  
  
When the true kings murderers  
Are allowed to roam free,  
A thousand magicians arise in the land  
Where are the feast we are promised?

"
Doors,The Hitchhiker,"Thoughts in time and out of season  
The hitchhiker  
Stood by the side of the road  
And leveled his thumb  
In the calm calculus of reason  
  
Hi. how you doin'? I just got back into town L.A.  
I was out on the desert for awhile  
""Riders on the storm""  
Yeah. in the middle of it  
""Riders on the storm""  
Right  
""Into this world we're born""  
Hey, listen, man, I really got a problem  
""Into this world we're thrown""  
When I was out on the desert, ya know  
""Like a dog without a bone  
An actor out on loan""  
I don't know how to tell you  
""Riders on the storm""  
But, ah, I killed somebody  
""There's a killer on the road""  
No  
""His brain is squirming like a toad""  
It's no big deal, ya know  
I don't think anybody will find out about it, but  
""Take a long holiday""  
Just, ah  
""Let your children play""  
This guy gave me a ride, and ah  
If you give this man a ride""  
Started giving me a lot of trouble  
""Sweet family will die""  
And I just couldn't take it, ya know  
""Killer on the road""  
And I wasted him  
Yeah

"
Doors,The Movie,"The movie will begin in five moments  
The mindless voice announced  
All those unseated will await the next show.  
  
We filed slowly, languidly into the hall  
The auditorium was vast and silent  
As we seated and were darkened, the voice continued.  
  
The program for this evening is not new  
You've seen this entertainment through and through  
You've seen your birth your life and death  
you might recall all of the rest  
Did you have a good world when you died?  
Enough to base a movie on?.  
  
I'm getting out of here  
Where are you going?  
To the other side of morning  
Please don't chase the clouds, pagodas  
  
Her cunt gripped him like a warm, friendly hand.  
  
It's alright, all your friends are here  
When can I meet them?  
After you've eaten  
I'm not hungry  
Uh, we meant beaten  
  
Silver stream, silvery scream  
  
Oooooh, impossible concentration.

"
Doors,The Soft Parade,"When I was back there in seminary school,  
There was a person there  
Who put forth the proposition,  
That you can petition the Lord with prayer  
Petition the lord with prayer,  
Petition the lord with prayer  
You cannot petition the lord with prayer!  
Can you give me sanctuary, I must find a place to hide,  
A place for me to hide  
Can you find me soft asylum, I can't make it anymore,  
The Man is at the door  
Peppermint, miniskirts, chocolate candy,  
Champion sax and a girl named Sandy  
There's only four ways to get unraveled,  
One is to sleep and the other is travel, da da  
One is a bandit up in the hills,  
One is to love your neighbor 'till  
His wife gets home  
Catacombs,  
Nursery bones,  
Winter women,  
Growing stones  
Carrying babies,  
To the river  
Streets and shoes,  
Avenues,  
Leather riders  
Selling news,  
The monk bought lunch  
Ha ha, he bought a little,  
Yes, he did,  
Woo!  
This is the best part of the trip,  
This is the trip, the best part  
I really like,  
What'd he say?,  
Yeah!,  
Yeah, right!  
Pretty good, huh,  
Huh!,  
Yeah, I'm proud to be a part of this number  
Successful hills are here to stay,  
Everything must be this way  
Gentle streets where people play,  
Welcome to the Soft Parade  
All our lives we sweat and save,  
Building for a shallow grave  
Must be something else we say,  
Somehow to defend this place  
Everything must be this way,  
Everything must be this way, yeah  
The Soft Parade has now begun,  
Listen to the engines hum  
People out to have some fun,  
A cobra on my left  
Leopard on my right, yeah  
The deer woman in a silk dress,  
Girls with beads around their necks  
Kiss the hunter of the green vest,  
Who has wrestled before  
With lions in the night  
Out of sight!,  
The lights are getting brighter  
The radio is moaning,  
Calling to the dogs  
There are still a few animals,  
Left out in the yard  
But it's getting harder,  
To describe sailors,  
To the underfed  
Tropic corridor,  
Tropic treasure  
What got us this far,  
To this mild equator?  
We need someone or something new  
Something else to get us through, yeah, c'mon  
Callin' on the dogs,  
Callin' on the dogs  
Oh, it's gettin' harder,  
Callin' on the dogs  
Callin' in the dogs,  
Callin' all the dogs,  
Callin' on the gods  
You gotta meet me,  
Too late, baby  
Slay a few animals,  
At the crossroads,  
Too late  
All in the yard,  
But it's gettin' harder,  
By the crossroads  
You gotta meet me,  
Oh, we're goin', we're goin great  
At the edge of town,  
Tropic corridor,  
Tropic treasure  
Havin' a good time,  
Got to come along,  
What got us this far  
To this mild equator?,  
Outskirts of the city,  
You and I  
We need someone new,  
Somethin' new,  
Somethin' else to get us through  
Better bring your gun,  
Better bring your gun  
Tropic corridor,  
Tropic treasure,  
We're gonna ride and have some fun  
When all else fails,  
We can whip the horse's eyes  
And make them sleep,  
And cry

"
Doors,The Spy,"I'm a spy in the house of love.  
I know the dream, that you're dreamin' of.  
I know the word that you long to hear.  
I know your deepest, secret fear.  
  
I'm a spy in the house of love.  
I know the dream, that you're dreamin' of.  
I know the word that you long to hear.  
I know your deepest, secret fear.  
  
I know everything.  
Everything you do.  
Everywhere you go.  
Everyone you know.  
  
I'm a spy in the house of love.  
I know the dream, that you're dreamin' of.  
I know the word that you long to hear.  
I know your deepest, secret fear.  
  
I know your deepest, secret fear.  
I know your deepest, secret fear.  
  
I'm a spy,  
I can see  
What you do.  
And I know

"
Doors,The Wasp,"I wanna tell you 'bout texas radio and the big beat  
Comes out of the virginia swamps  
Cool and slow with plenty of precision  
With a back beat narrow and hard to master  
  
Some call it heavenly in it's brilliance  
Others, mean and ruthful of the western dream  
I love the friends I have gathered together on this thin raft  
We have constructed pyramids in honor of our escaping  
This is the land where the pharaoh died  
  
The negroes in the forest brightly feathered  
They are saying, ""forget the night  
Live with us in forests of azure  
Out here on the perimeter there are no stars  
Out here we is stoned - immaculate. ""  
  
Listen to this, and i'll tell you 'bout the heartache  
I'll tell you 'bout the heartache and the lose of god  
I'll tell you 'bout the hopeless night  
The meager food for souls forgot  
I'll tell you 'bout the maiden with raw iron soul  
  
I'll tell you this  
No eternal reward will forgive us now for wasting the dawn  
  
I'll tell you 'bout texas radio and the big beat  
Soft drivin', slow and mad, like some new language  
  
Now, listen to this, and i'll tell you 'bout the texas  
I'll tell you 'bout the texas radio  
I'll tell you 'bout the hopeless night  
Wandering the western dream  
Tell you 'bout the maiden with raw iron soul

"
Doors,Tightrope Ride,"You're on a tightrope ride  
Nobody by your side  
Well, you're all alone  
Gotta find a new home  
Don't go over the line  
You better keep on time  
Or you'll lose your mind  
On your tightrope ride  
  
Watch out don't fall  
Careful don't slip  
  
You better get your balance  
You have to feel the weight  
There are no more questions  
Or no answers today  
There are no reasons  
There are no more rhymes  
But if you can feel it, you can fly next time  
You can fly next time  
Or maybe this time  
  
Did you think we were all together  
Did you think we were all the same  
Did you think I could help you remember your name  
Remember the pain  
What's the name of the game  
  
It's a very good game  
Never stays the same  
From the mud to the sun  
You're on a tightrope ride  
We're all by your side  
But you're all alone and we're going home  
And we're by you side  
But you're all alone like a rolling stone  
Like Brian Jones  
On a tightrope ride  
On a tightrope ride  
On a tightrope ride  
On a tightrope ride  
On a tightrope ride  
On a tightrope ride

"
Doors,Touch Me,"Yeah!  
Come on, come on, come on, come on  
Now touch me, baby  
Can't you see that I am not afraid?  
What was that promise that you made?  
Why won't you tell me what she said?  
What was that promise that you made?  
  
Now, I'm gonna love you  
Till the heavens stop the rain  
I'm gonna love you  
Till the stars fall from the sky for you and I  
Come on, come on, come on, come on  
Now touch me, baby  
  
Can't you see that I am not afraid?  
What was that promise that you made?  
Why won't you tell me what she said?  
What was that promise that you made?  
  
I'm gonna love you  
Till the heavens stop the rain  
I'm gonna love you  
Till the stars fall from the sky for you and I  
I'm gonna love you  
Till the heavens stop the rain  
I'm gonna love you  
Till the stars fall from the sky for you and I

"
Doors,Twentieth Century Fox,"Well, she's fashionably lean,  
And she's fashionably late  
She'll never wreck a scene,  
She'll never break a date  
But she's no drag,  
Just watch the way she walks  
She's a twentieth century fox,  
She's a twentieth century fox  
No tears, no fears,  
No ruined years, no clocks  
She's a twentieth century fox, oh yeah  
She's the queen of cool,  
And she's the lady who waits  
Sent to manless school,  
It never hesitates  
She won't waste time,  
On elementary talk  
'Cause she's a twentieth century fox,  
She's a twentieth century fox  
Got the world locked up,  
Inside a plastic box  
She's a twentieth century fox, oh yeah  
Twentieth century fox, oh yeah  
Twentieth century fox  
She's a twentieth century fox

"
Doors,Unhappy Girl,"Unhappy girl, Left all alone  
Playing solitaire  
Playing warden to your soul  
You are locked in a prison  
Of your own devise  
And you can't believe  
What it does to me  
To see you  
Crying  
Unhappy girl  
Tear your web away  
Saw through all your bars  
Melt your cell today  
You are caught in a prison  
Of your own devise  
Unhappy girl  
Fly fast away  
Don't miss your chance  
To swim in mystery  
You are dying in a prison  
Of your own devise

"
Doors,Universal Mind,"I was doing time  
In the universal mind  
I was feeling fine  
I was turning keys  
I was setting people free  
I was doing all right  
Then you came along  
With a suitcase and a song  
Turned my head around  
Now I'm so alone  
Just looking for a home  
In every place I see  
  
I'm the freedom man  
I'm the freedom man  
I'm the freedom man  
That's how lucky I am  
  
I was doing time  
In the universal mind  
I was feeling fine  
I was turning keys I was setting people free  
I was doing all right  
  
Then you came along  
With a suitcase and a song  
Turned my head around  
Now I'm so alone  
Just looking for a home  
In every place I see  
  
I'm the freedom man  
  
I was doing time  
In the universal mind  
I was feeling fine  
I was turning keys  
I was setting people free  
I was doing all right  
  
Then you came along  
With a suitcase and a song  
Turned my head around  
Now I'm so alone  
Just looking for a home  
In every place I see  
  
I'm the freedom man  
Yeah, that's how lucky I am  
I'm the freedom man  
I'm the freedom man

"
Doors,Waiting For The Sun,"At first flash of Eden, we race down to the sea.  
Standing there on freedom's shore.  
  
[Chorus]  
Waiting for the sun  
Waiting for the sun  
Waiting for the sun.  
  
Can you feel it, now that Spring has come,  
That it's time to live in the scattered sun.  
  
[Chorus]  
  
Waiting for the sun.  
  
Waiting, waiting, waiting, waiting  
Waiting, waiting, waiting, waiting  
Waiting for you to come along  
Waiting for you to hear my song  
Waiting for you to come along  
Waiting for you to tell me what went wrong.  
  
This is the strangest life I've ever known.  
  
Can't you feel it, now that Spring has come,  
That it's time to live in the scattered sun.  
  
[Chorus]  
  
Waiting for the sun.

"
Doors,We Could Be So Good Together,"We could be so good together  
Ya, so good together  
We could be so good together  
Ya, we could, I know we could  
Tell you lies  
I tell you wicked lies  
Tell you lies  
Tell you wicked lies  
Tell you 'bout the world that we'll invent  
Wanton world without lament  
Enterprise, expedition  
Invitation and invention  
Ya, so good together  
Ah, so good together  
We could be so good together  
Ya, we could, know we could  
Alright!  
Do da do do do do do bup bup de day  
We could be so good together  
Ya, so good together  
We could be so good together  
Ya, we could, know we could  
Tell you lies  
Tell you wicked lies  
Tell you lies  
Tell you wicked lies  
The time you wait subtracts the joy  
Beheads the angels you destroy  
Angels fight, angels cry  
Angels dance and angels die  
Ya, so good together  
Ah, but so good together  
We could be so good together  
Ya, we could, know we could

"
Doors,When The Music's Over,"Yeah, c'mon  
When the music's over  
When the music's over, yeah, When the music's over  
Turn out the lights, Turn out the lights  
Turn out the lights, yeah  
When the music's over  
When the music's over  
When the music's over  
Turn out the lights  
Turn out the lights  
Turn out the lights  
For the music is your special friend  
Dance on fire as it intends  
Music is your only friend  
Until the end  
Until the end  
Until the end  
Cancel my subscription to the Resurrection  
Send my credentials to the House of Detention  
I got some friends inside  
The face in the mirror won't stop  
The girl in the window won't drop  
A feast of friends, ""alive!"" she cried  
Waitin' for me, outside!  
Before I sink, into the big sleep  
I want to hear, I want to hear  
The scream of the butterfly  
Come back, baby, back into my arm  
We're gettin' tired of hangin' around  
Waitin' around with our heads to the ground  
I hear a very gentle sound,  
Very near yet very far  
Very soft, yeah, very clear,  
Come today, come today  
What have they done to the earth?  
What have they done to our fair sister?  
Ravaged and plundered and ripped her and bit her  
Stuck her with knives in the side of the dawn  
And tied her with fences and dragged her down  
I hear a very gentle sound  
With your ear down to the ground  
We want the world and we want it  
We want the world and we want it  
Now, now?, now!  
Persian night, babe, see the light, babe  
Save us!, Jesus!, save us!  
So when the music's over  
When the music's over, yeah  
When the music's over  
Turn out the lights  
Turn out the lights  
Turn out the lights  
Well the music is your special friend  
Dance on fire as it intends  
Music is your only friend  
Until the end  
Until the end  
Until the end

"
Doors,"Whiskey,mystics And Men","Well I'll tell you a story of whiskey and mystics and men  
And about the believers, and how the whole thing began  
First there were women and children obeying the moon  
Then daylight brought wisdom and fever and sickness too soon  
You can try to remind me instead of the other you can  
You can help to insure that we all insecure our command  
If you don't give a listen I won't try to tell your new hand  
This is it can't you see that we all have our end in the band  
  
And if all of the teachers and preachers of wealth were arraigned  
We could see quite a future for me in the literal sands  
And if all of the people could claim to inspect such regret  
Well we'd have no forgiveness forgetfulness faithful remorse  
So I tell you I tell you I tell you we must send away  
We must try to find a new answer instead of a way

"
Doors,Woman Is A Devil,"Me and the devil,  
Walking side by side.  
Me and the devil,  
Going to take you on a long and evil ride.  
The woman is a devil,  
That's what I've been told.  
Woman is a devil,  
That's what I've been told.  
She'll take all your money,  
Then she'll spend all your gold.  
All right.  
The devil is a woman.  
She's a woman.  
Well I play my acts, honey  
She take the whole damn role.  
Keep on going, now, come on.  
All right play it, yeah.  
One more time.  
Well she feel like dying.  
Only twenty-one.  
Well she feel like dying,  
But she's only twenty-one.  
She's not the only,  
She's not the only one.  
All right, all right, all right.  
All right, all right.  
Gonna save the whole world.  
All right.

"
Doors,"Yes, The River Knows","Please believe me  
The river told me  
Very softly  
Want you to hold me, oh  
Free fall flow, river flow  
On and on it goes  
Breath under water 'til the end  
Free fall flow, river flow  
On and on it goes  
Breath under water 'til the end  
Yes, the river knows  
Please believe me  
If you don't need me  
I'm going, but I need a little time  
I promised I would drown myself in masticated wine  
Please believe me  
The river told me  
Very softly  
Want you to hold me, oh  
I'm going, but I need a little time  
I promised I would drown myself in masticated wine  
Free fall flow, river flow  
On and on it goes  
Breath under water 'til the end  
Free fall flow, river flow  
On and on it goes  
Breath under water 'til the end

"
Doors,You're Lost Little Girl,"You're lost little girl  
You're lost little girl  
You're lost  
Tell me who  
Are you?  
I think that you know what to do  
Impossible? Yes, but it's true  
I think that you know what to do, yeah  
I'm sure that you know what to do  
You're lost little girl  
You're lost little girl  
You're lost  
Tell me who  
Are you?  
I think that you know what to do  
Impossible? Yes, but it's true  
I think that you know what to do, girl  
I'm sure that you know what to do  
You're lost little girl  
You're lost little girl  
You're lost

"
